Order_ID,Order_Date,City,State,Zone,Distance_km,Package_Weight_kg,Service_Type,Payment_Mode,Customer_Segment,Courier_Partner,Traffic_Level,Weather,Promised_Delivery_Hrs,Actual_Delivery_Hrs,Delay_Hrs,On_Time_Flag,Last_Mile_Status,Customer_Rating
ORD000179,2026-02-21,Gurgaon,HR,West,11.2,1.91,Standard,Prepaid,New,Ekart,Medium,Rain,24,28.3,4.3,No,NDR_Pending,4
ORD000180,2025-12-27,Surat,GJ,South,1.6,0.94,Express,Prepaid,New,Ekart,Medium,Clear,15,15.7,0.7,No,Delivered,4
ORD000181,2026-01-18,Gurgaon,HR,East,11.6,0.78,Express,Prepaid,Returning,Ekart,Severe,Heatwave,15,21.5,6.5,No,NDR_Pending,4
ORD000182,2025-12-17,Bangalore,KA,East,6.5,1.11,Standard,Prepaid,VIP,DTDC,Medium,Clear,45,45.5,0.5,No,Delivered,4
ORD000183,2026-02-05,Lucknow,UP,North,10.8,1.08,Standard,COD,New,Shadowfax,Low,Clear,14,16.8,2.8,No,Delivered,4
ORD000184,2026-02-06,Kochi,KL,West,9.5,1.61,Standard,Prepaid,Returning,AmazonLogistics,Low,Heatwave,23,24.2,1.2,No,Delivered,4
ORD000185,2025-12-15,Lucknow,UP,South,14.9,0.27,Standard,Prepaid,New,Delhivery,Low,Rain,29,33.0,4.0,No,Delivered,4
ORD000186,2026-01-23,Jaipur,RJ,West,7.5,0.71,Express,COD,Returning,AmazonLogistics,Medium,Clear,9,11.0,2.0,No,Delivered,4
ORD000187,2026-01-29,Bangalore,KA,North,5.9,0.6,Standard,COD,New,Shadowfax,High,Clear,45,47.7,2.7,No,Delivered,4
ORD000188,2026-02-24,Ahmedabad,GJ,West,5.4,0.24,SameDay,Prepaid,Returning,DTDC,Medium,Clear,4,6.0,2.0,No,Delivered,4
ORD000189,2025-12-14,Hyderabad,TG,North,3.4,0.82,Standard,COD,Returning,BlueDart,Low,Rain,31,32.0,1.0,No,Delivered,4
ORD000190,2026-02-09,Kolkata,WB,South,10.7,0.45,Express,Prepaid,Returning,BlueDart,High,Clear,13,15.8,2.8,No,Delivered,5
ORD000191,2026-01-30,Kochi,KL,Central,3.1,0.88,Express,Prepaid,New,Delhivery,Medium,Clear,10,10.2,0.2,No,Delivered,5
ORD000192,2026-01-03,Nagpur,MH,South,10.7,0.82,Express,COD,Returning,BlueDart,Medium,Clear,17,18.5,1.5,No,Delivered,4
ORD000193,2025-12-22,Nagpur,MH,East,6.6,1.45,Express,Prepaid,New,BlueDart,Severe,Storm,9,14.2,5.2,No,Delivered,4
ORD000194,2025-12-16,Ahmedabad,GJ,Central,0.5,0.95,Standard,COD,Returning,EcomExpress,Medium,Clear,28,29.3,1.3,No,Delivered,4
ORD000195,2025-12-14,Noida,UP,East,13.5,0.4,Express,Prepaid,Returning,EcomExpress,Medium,Clear,16,19.5,3.5,No,Delivered,4
ORD000196,2026-01-31,Pune,MH,North,0.5,1.36,Standard,COD,Returning,XpressBees,High,Heatwave,45,49.4,4.4,No,RTO,2
ORD000197,2026-02-08,Kolkata,WB,East,7.2,4.72,Standard,Prepaid,Returning,EcomExpress,High,Clear,30,34.8,4.8,No,Delivered,3
ORD000198,2026-01-05,Delhi,DL,North,8.4,2.11,Standard,Prepaid,Returning,AmazonLogistics,High,Rain,33,36.5,3.5,No,Delivered,5
ORD000199,2026-02-27,Kolkata,WB,South,0.5,1.66,Standard,COD,Returning,Delhivery,High,Rain,31,35.4,4.4,No,Delivered,4
ORD000200,2025-12-20,Noida,UP,East,9.3,0.98,Express,COD,New,XpressBees,Medium,Clear,11,15.2,4.2,No,Delivered,3
ORD000201,2025-12-18,Ahmedabad,GJ,West,4.8,0.82,Standard,COD,Returning,Delhivery,Medium,Rain,20,24.0,4.0,No,Delivered,4
ORD000202,2026-01-26,Gurgaon,HR,South,6.5,0.79,Standard,Prepaid,Returning,Shadowfax,High,Storm,15,21.9,6.9,No,Delivered,3
ORD000203,2026-02-09,Lucknow,UP,South,12.9,1.28,Standard,Prepaid,Returning,XpressBees,High,Clear,48,54.8,6.8,No,Delivered,4
ORD000204,2026-02-03,Kochi,KL,East,8.1,0.56,Express,Prepaid,Returning,XpressBees,High,Clear,12,15.4,3.4,No,Delivered,4
ORD000205,2026-03-04,Lucknow,UP,West,6.1,1.26,Express,Prepaid,Returning,BlueDart,Medium,Fog,14,17.0,3.0,No,Delivered,4
ORD000206,2025-12-30,Chennai,TN,South,6.8,0.74,SameDay,Prepaid,Returning,Shadowfax,High,Clear,8,10.1,2.1,No,Delivered,4
ORD000207,2026-01-07,Patna,BR,East,14.6,0.4,Standard,COD,New,EcomExpress,Medium,Clear,23,26.3,3.3,No,Delivered,5
ORD000208,2026-02-08,Noida,UP,North,9.1,0.74,Standard,Prepaid,Returning,Shadowfax,Low,Clear,19,21.6,2.6,No,Delivered,3
ORD000209,2025-12-27,Chennai,TN,North,4.0,2.34,Standard,Prepaid,VIP,BlueDart,Medium,Fog,36,40.0,4.0,No,Delivered,5
ORD000210,2025-12-11,Patna,BR,West,5.5,1.2,Standard,COD,New,DTDC,Medium,Rain,33,39.2,6.2,No,Delivered,3
ORD000211,2026-02-09,Chennai,TN,Central,2.7,0.13,Standard,COD,New,BlueDart,High,Heatwave,35,39.2,4.2,No,Delivered,5
ORD000212,2026-02-09,Coimbatore,TN,North,5.7,0.74,SameDay,Prepaid,Returning,AmazonLogistics,Medium,Clear,6,4.4,-1.6,Yes,Delivered,5
ORD000213,2025-12-23,Patna,BR,North,13.9,1.9,Standard,COD,New,BlueDart,High,Storm,24,32.6,8.6,No,Delivered,3
ORD000214,2025-12-14,Jaipur,RJ,North,6.8,0.92,Standard,COD,Returning,EcomExpress,Medium,Clear,30,32.8,2.8,No,NDR_Pending,3
ORD000215,2025-12-12,Coimbatore,TN,East,2.2,1.51,Express,Prepaid,Returning,EcomExpress,Low,Rain,16,18.5,2.5,No,Delivered,4
ORD000216,2026-02-05,Chennai,TN,North,9.2,0.87,Standard,COD,Returning,Delhivery,Medium,Rain,42,48.1,6.1,No,Delivered,4
ORD000217,2025-12-10,Pune,MH,South,5.9,1.23,Express,COD,VIP,Shadowfax,Medium,Clear,18,20.0,2.0,No,Delivered,5
ORD000218,2026-01-13,Pune,MH,Central,9.7,1.13,Standard,COD,Returning,AmazonLogistics,High,Clear,24,28.3,4.3,No,Delivered,4
ORD000219,2025-12-06,Jaipur,RJ,North,6.5,0.75,Standard,Prepaid,Returning,AmazonLogistics,Medium,Clear,20,19.9,-0.1,Yes,Delivered,4
ORD000220,2025-12-18,Gurgaon,HR,West,13.3,1.56,Standard,Prepaid,VIP,BlueDart,Medium,Clear,23,23.4,0.4,No,Delivered,4
ORD000221,2026-02-22,Delhi,DL,South,3.9,2.77,Standard,COD,New,EcomExpress,Medium,Rain,45,48.4,3.4,No,Delivered,4
ORD000222,2025-12-06,Lucknow,UP,East,2.8,1.39,Express,Prepaid,New,AmazonLogistics,Low,Clear,9,8.6,-0.4,Yes,Delivered,4
ORD000223,2026-02-25,Coimbatore,TN,South,11.3,1.18,Standard,Prepaid,Returning,Delhivery,Low,Rain,40,44.2,4.2,No,Delivered,4
ORD000224,2026-02-19,Hyderabad,TG,South,0.5,0.67,Standard,Prepaid,Returning,BlueDart,Severe,Clear,42,44.3,2.3,No,Delivered,4
ORD000225,2026-02-03,Coimbatore,TN,North,6.8,1.94,SameDay,COD,New,AmazonLogistics,Low,Clear,4,6.9,2.9,No,Delivered,5
ORD000226,2026-02-23,Kolkata,WB,West,10.7,0.81,Standard,Prepaid,Returning,BlueDart,Low,Rain,18,19.8,1.8,No,Delivered,5
ORD000227,2026-02-15,Bhopal,MP,East,0.5,1.55,Standard,COD,New,Delhivery,High,Clear,15,18.1,3.1,No,Delivered,4
ORD000228,2026-01-07,Indore,MP,North,7.8,1.75,SameDay,Prepaid,New,EcomExpress,High,Storm,8,15.1,7.1,No,Delivered,4
ORD000229,2026-01-15,Surat,GJ,South,1.5,2.0,Standard,COD,Returning,XpressBees,Medium,Storm,42,47.9,5.9,No,Delivered,4
ORD000230,2026-02-02,Bangalore,KA,East,0.5,2.02,Express,Prepaid,VIP,Delhivery,High,Clear,14,17.1,3.1,No,Delivered,4
ORD000231,2026-02-17,Lucknow,UP,North,3.2,1.98,Standard,COD,Returning,XpressBees,Severe,Clear,39,47.0,8.0,No,Delivered,3
ORD000232,2026-02-22,Chandigarh,CH,South,6.8,0.52,Express,COD,Returning,BlueDart,Low,Clear,7,7.5,0.5,No,Delivered,4
ORD000233,2025-12-31,Mumbai,MH,West,4.7,0.66,Standard,Prepaid,Returning,EcomExpress,Medium,Rain,46,50.0,4.0,No,Delivered,4
ORD000234,2025-12-13,Patna,BR,South,11.9,0.49,Standard,Prepaid,New,EcomExpress,High,Clear,29,33.0,4.0,No,Delivered,4
ORD000235,2026-01-20,Lucknow,UP,North,7.8,0.47,SameDay,COD,Returning,AmazonLogistics,High,Heatwave,8,13.4,5.4,No,Delivered,4
ORD000236,2026-01-20,Coimbatore,TN,South,5.5,2.76,Standard,COD,Returning,BlueDart,Severe,Storm,31,39.9,8.9,No,Delivered,4
ORD000237,2026-02-23,Kochi,KL,North,2.3,0.61,Standard,Prepaid,Returning,DTDC,Medium,Clear,41,43.0,2.0,No,RTO,4
ORD000238,2026-01-12,Jaipur,RJ,South,8.4,0.56,Standard,Prepaid,Returning,Shadowfax,Severe,Rain,42,47.1,5.1,No,RTO,2
ORD000239,2026-01-02,Kolkata,WB,West,15.7,1.07,Standard,COD,VIP,Delhivery,Medium,Clear,48,51.1,3.1,No,Delivered,4
ORD000240,2025-12-24,Nagpur,MH,West,4.7,0.71,Standard,COD,Returning,Shadowfax,High,Clear,27,29.4,2.4,No,Delivered,4
ORD000241,2025-12-11,Delhi,DL,North,5.2,4.29,Standard,Prepaid,New,Shadowfax,Severe,Clear,45,49.1,4.1,No,Delivered,5
ORD000242,2025-12-27,Indore,MP,East,3.3,0.94,Standard,Prepaid,VIP,Shadowfax,Low,Rain,12,13.4,1.4,No,Delivered,5
ORD000243,2026-01-07,Pune,MH,North,12.2,1.44,SameDay,Prepaid,New,AmazonLogistics,Medium,Clear,5,6.3,1.3,No,Delivered,4
ORD000244,2026-02-26,Nagpur,MH,West,11.2,0.69,Express,COD,VIP,Ekart,High,Heatwave,9,13.9,4.9,No,Delivered,3
ORD000245,2026-02-12,Nagpur,MH,South,5.7,0.41,SameDay,COD,Returning,AmazonLogistics,High,Clear,9,11.6,2.6,No,Delivered,4
ORD000246,2026-02-06,Pune,MH,East,5.1,0.71,Standard,Prepaid,Returning,XpressBees,Low,Rain,19,21.6,2.6,No,Delivered,5
ORD000247,2025-12-06,Patna,BR,North,3.7,0.72,Standard,Prepaid,Returning,XpressBees,High,Heatwave,48,50.8,2.8,No,Delivered,4
ORD000248,2026-01-30,Jaipur,RJ,North,6.3,0.72,Standard,Prepaid,Returning,XpressBees,Medium,Rain,13,16.9,3.9,No,Delivered,4
ORD000249,2025-12-12,Patna,BR,South,11.6,0.42,Standard,Prepaid,Returning,EcomExpress,Medium,Clear,31,32.6,1.6,No,Delivered,4
ORD000250,2026-02-01,Mumbai,MH,North,7.7,1.2,Standard,COD,Returning,AmazonLogistics,Medium,Clear,40,41.2,1.2,No,Delivered,3
ORD000251,2026-01-10,Bangalore,KA,North,12.7,0.9,Express,COD,Returning,AmazonLogistics,Severe,Clear,18,23.5,5.5,No,RTO,3
ORD000252,2026-01-11,Lucknow,UP,West,4.6,0.44,Express,Prepaid,Returning,EcomExpress,Low,Clear,12,9.9,-2.1,Yes,Delivered,5
ORD000253,2026-01-07,Bangalore,KA,East,0.5,1.18,Standard,Prepaid,Returning,Ekart,Medium,Heatwave,34,39.0,5.0,No,Delivered,4
ORD000254,2026-02-14,Kolkata,WB,North,17.9,1.75,Standard,Prepaid,Returning,AmazonLogistics,Low,Clear,41,43.5,2.5,No,Delivered,4
ORD000255,2025-12-07,Kochi,KL,East,8.4,2.27,Standard,COD,New,BlueDart,Severe,Clear,47,52.6,5.6,No,Delivered,4
ORD000256,2026-02-10,Delhi,DL,East,10.6,0.26,Standard,Prepaid,Returning,Ekart,High,Rain,37,42.0,5.0,No,Delivered,3
ORD000257,2025-12-31,Kochi,KL,East,4.3,0.71,Standard,Prepaid,Returning,Delhivery,Medium,Clear,20,21.8,1.8,No,Delivered,4
ORD000258,2026-01-13,Delhi,DL,West,2.0,0.49,Express,COD,Returning,Delhivery,Medium,Heatwave,10,11.3,1.3,No,Delivered,4
ORD000259,2026-02-04,Bangalore,KA,West,8.1,0.75,Standard,Prepaid,Returning,BlueDart,Medium,Clear,46,48.2,2.2,No,Delivered,4
ORD000260,2025-12-18,Indore,MP,South,0.5,2.54,Standard,COD,Returning,XpressBees,Medium,Clear,24,23.9,-0.1,Yes,Delivered,4
ORD000261,2025-12-19,Patna,BR,West,6.4,0.71,Express,Prepaid,New,BlueDart,High,Rain,8,11.1,3.1,No,Delivered,4
ORD000262,2025-12-13,Bangalore,KA,East,11.6,0.83,Express,Prepaid,Returning,Ekart,Medium,Clear,10,11.7,1.7,No,Delivered,4
ORD000263,2025-12-25,Chennai,TN,North,9.3,0.67,Express,COD,Returning,EcomExpress,Medium,Heatwave,7,12.6,5.6,No,Delivered,4
ORD000264,2026-02-15,Gurgaon,HR,South,8.5,2.93,Standard,COD,New,EcomExpress,High,Clear,34,36.9,2.9,No,Delivered,4
ORD000265,2025-12-16,Noida,UP,North,14.5,0.28,Standard,COD,New,XpressBees,Medium,Clear,39,43.1,4.1,No,Delivered,4
ORD000266,2026-02-06,Indore,MP,Central,9.0,0.79,Express,Prepaid,Returning,Delhivery,Low,Clear,10,8.9,-1.1,Yes,Delivered,4
ORD000267,2026-01-20,Jaipur,RJ,South,0.5,0.66,Express,Prepaid,New,DTDC,Low,Clear,16,16.7,0.7,No,Delivered,3
ORD000268,2026-01-14,Kolkata,WB,West,6.9,0.39,SameDay,Prepaid,Returning,BlueDart,Medium,Clear,4,7.5,3.5,No,Delivered,4
ORD000269,2026-02-17,Nagpur,MH,East,15.2,2.14,Standard,Prepaid,VIP,Ekart,High,Clear,45,50.1,5.1,No,Delivered,4
ORD000270,2025-12-17,Indore,MP,Central,6.3,0.37,Express,Prepaid,New,DTDC,Low,Clear,13,11.9,-1.1,Yes,Delivered,5
ORD000271,2025-12-09,Chennai,TN,North,15.0,0.84,Standard,Prepaid,Returning,Delhivery,Medium,Heatwave,20,23.8,3.8,No,Delivered,4
ORD000272,2026-02-13,Mumbai,MH,East,11.6,1.05,Standard,Prepaid,New,Delhivery,Medium,Clear,32,34.0,2.0,No,Delivered,3
ORD000273,2025-12-16,Bangalore,KA,East,5.9,0.7,Standard,Prepaid,Returning,Delhivery,High,Rain,21,27.5,6.5,No,Delivered,4
ORD000274,2026-01-06,Noida,UP,North,3.2,0.39,Standard,Prepaid,Returning,Ekart,Low,Clear,13,13.6,0.6,No,Delivered,5
ORD000275,2026-02-06,Jaipur,RJ,West,8.9,1.0,Standard,Prepaid,Returning,DTDC,Medium,Rain,29,31.6,2.6,No,Delivered,4
ORD000276,2026-02-13,Lucknow,UP,South,12.6,0.7,Standard,COD,Returning,BlueDart,Low,Clear,14,15.8,1.8,No,NDR_Pending,3
ORD000277,2026-02-06,Lucknow,UP,West,1.2,1.8,Express,COD,Returning,EcomExpress,Medium,Clear,11,12.1,1.1,No,Delivered,4
ORD000278,2026-02-06,Patna,BR,South,8.0,1.51,Standard,Prepaid,Returning,AmazonLogistics,Low,Clear,45,43.0,-2.0,Yes,Delivered,4
ORD000279,2026-01-08,Pune,MH,North,0.5,3.55,Standard,Prepaid,Returning,EcomExpress,Medium,Clear,19,20.1,1.1,No,Delivered,4
ORD000280,2026-02-27,Pune,MH,North,6.1,1.18,Express,COD,VIP,DTDC,High,Clear,9,13.2,4.2,No,Delivered,4
ORD000281,2025-12-25,Chennai,TN,North,0.9,1.57,Standard,Prepaid,Returning,AmazonLogistics,Low,Clear,25,25.2,0.2,No,Delivered,4
ORD000282,2025-12-11,Lucknow,UP,North,9.7,0.89,Standard,COD,New,EcomExpress,High,Heatwave,36,42.4,6.4,No,Delivered,4
ORD000283,2026-02-20,Kochi,KL,West,4.7,3.09,SameDay,Prepaid,Returning,Shadowfax,High,Clear,4,6.7,2.7,No,Delivered,5
ORD000284,2026-02-01,Lucknow,UP,South,12.1,1.11,Standard,Prepaid,Returning,EcomExpress,Medium,Storm,39,43.4,4.4,No,Delivered,4
ORD000285,2026-01-21,Jaipur,RJ,North,5.3,1.04,Standard,Prepaid,Returning,BlueDart,High,Clear,41,42.7,1.7,No,Delivered,4
ORD000286,2026-02-15,Gurgaon,HR,West,5.0,1.53,Express,COD,Returning,Ekart,Medium,Clear,16,18.4,2.4,No,Delivered,5
ORD000287,2026-02-09,Bangalore,KA,West,1.0,0.75,Standard,Prepaid,Returning,DTDC,High,Clear,43,47.4,4.4,No,Delivered,5
ORD000288,2025-12-31,Indore,MP,South,9.1,0.82,Standard,Prepaid,Returning,AmazonLogistics,High,Clear,22,24.9,2.9,No,Delivered,4
ORD000289,2025-12-07,Surat,GJ,Central,9.5,1.53,Express,Prepaid,Returning,XpressBees,High,Fog,17,22.9,5.9,No,Delivered,4
ORD000290,2026-02-10,Lucknow,UP,South,11.3,1.71,Standard,Prepaid,Returning,EcomExpress,Medium,Clear,36,38.3,2.3,No,RTO,3
ORD000291,2026-02-08,Bhopal,MP,East,10.1,1.58,Standard,COD,New,DTDC,High,Fog,36,42.9,6.9,No,Delivered,4
ORD000292,2026-01-01,Chennai,TN,North,9.1,1.05,Express,Prepaid,New,Shadowfax,Low,Clear,8,11.6,3.6,No,Delivered,3
ORD000293,2026-01-04,Noida,UP,West,9.9,1.3,Standard,Prepaid,Returning,Delhivery,Medium,Clear,17,19.2,2.2,No,Delivered,4
ORD000294,2026-01-31,Kolkata,WB,Central,10.3,1.97,Standard,Prepaid,Returning,BlueDart,Low,Clear,35,35.8,0.8,No,Delivered,4
ORD000295,2025-12-10,Surat,GJ,East,11.1,0.57,Standard,Prepaid,Returning,XpressBees,Medium,Rain,26,30.5,4.5,No,Delivered,4
ORD000296,2026-02-04,Surat,GJ,West,1.4,1.11,Standard,COD,New,DTDC,High,Clear,27,29.8,2.8,No,Delivered,5
ORD000297,2025-12-20,Bhopal,MP,West,5.7,0.19,SameDay,COD,Returning,EcomExpress,High,Heatwave,7,9.8,2.8,No,Delivered,4
ORD000298,2026-02-24,Jaipur,RJ,South,1.0,1.72,Express,Prepaid,Returning,AmazonLogistics,Low,Clear,8,5.6,-2.4,Yes,Delivered,4
ORD000299,2025-12-18,Chennai,TN,West,8.8,0.69,Standard,Prepaid,Returning,BlueDart,Medium,Clear,24,24.8,0.8,No,Delivered,5
ORD000300,2026-03-01,Mumbai,MH,East,14.0,0.7,Standard,Prepaid,Returning,EcomExpress,High,Rain,39,46.6,7.6,No,Delivered,3
ORD000301,2026-01-14,Ahmedabad,GJ,Central,11.1,1.03,Standard,Prepaid,Returning,EcomExpress,Severe,Clear,32,39.0,7.0,No,Delivered,4
ORD000302,2026-03-05,Bhopal,MP,South,5.1,1.6,Express,Prepaid,Returning,AmazonLogistics,High,Fog,19,22.3,3.3,No,Delivered,4
ORD000303,2026-02-14,Mumbai,MH,North,9.5,4.64,Standard,Prepaid,New,BlueDart,Low,Clear,31,31.8,0.8,No,Delivered,4
ORD000304,2026-02-06,Chandigarh,CH,West,8.9,0.44,Express,Prepaid,Returning,Shadowfax,Low,Rain,9,12.3,3.3,No,Delivered,4
ORD000305,2025-12-22,Surat,GJ,North,8.4,0.66,Standard,Prepaid,Returning,EcomExpress,High,Clear,38,40.8,2.8,No,Delivered,3
ORD000306,2026-01-26,Delhi,DL,North,2.3,1.27,Standard,Prepaid,New,DTDC,Medium,Storm,14,20.8,6.8,No,Delivered,3
ORD000307,2025-12-23,Kolkata,WB,South,12.8,0.71,SameDay,COD,VIP,AmazonLogistics,Severe,Clear,6,12.5,6.5,No,Delivered,5
ORD000308,2026-02-05,Indore,MP,West,2.8,1.82,Express,Prepaid,Returning,EcomExpress,Severe,Fog,12,19.2,7.2,No,Delivered,2
ORD000309,2026-01-07,Kolkata,WB,North,6.0,1.0,Standard,COD,New,Ekart,Severe,Clear,23,28.6,5.6,No,Delivered,3
ORD000310,2026-02-11,Delhi,DL,North,11.3,1.88,Standard,Prepaid,Returning,Delhivery,Medium,Rain,40,42.4,2.4,No,Delivered,5
ORD000311,2026-01-02,Kochi,KL,North,6.0,0.95,Express,Prepaid,New,Delhivery,High,Fog,8,15.1,7.1,No,Delivered,3
ORD000312,2026-02-17,Kochi,KL,East,7.8,1.53,Express,Prepaid,Returning,XpressBees,High,Fog,17,23.6,6.6,No,RTO,2
ORD000313,2026-01-18,Delhi,DL,West,8.0,0.62,Express,Prepaid,New,DTDC,Low,Clear,13,15.1,2.1,No,Delivered,4
ORD000314,2025-12-31,Chennai,TN,North,7.8,3.53,Express,Prepaid,New,EcomExpress,Medium,Clear,15,16.3,1.3,No,Delivered,3
ORD000315,2026-03-05,Hyderabad,TG,North,8.0,0.4,SameDay,Prepaid,Returning,XpressBees,Medium,Fog,4,7.7,3.7,No,Delivered,5
ORD000316,2026-02-07,Kochi,KL,West,8.4,0.72,Standard,Prepaid,Returning,EcomExpress,Medium,Clear,37,39.8,2.8,No,Delivered,4
ORD000317,2025-12-25,Coimbatore,TN,South,7.8,0.47,Standard,Prepaid,New,XpressBees,Severe,Rain,23,31.4,8.4,No,Delivered,3
ORD000318,2025-12-22,Coimbatore,TN,West,3.9,1.79,Standard,Prepaid,New,XpressBees,High,Clear,26,31.3,5.3,No,Delivered,4
ORD000319,2026-02-17,Gurgaon,HR,South,1.3,1.53,Express,Prepaid,New,Ekart,Medium,Clear,14,14.4,0.4,No,Delivered,4
ORD000320,2025-12-14,Patna,BR,Central,11.5,0.53,Standard,Prepaid,New,Shadowfax,Medium,Clear,40,42.2,2.2,No,Delivered,4
ORD000321,2025-12-15,Kolkata,WB,South,11.7,2.01,Standard,Prepaid,Returning,XpressBees,Medium,Rain,13,15.0,2.0,No,Delivered,4
ORD000322,2026-02-15,Delhi,DL,West,8.8,0.73,Express,COD,New,XpressBees,Medium,Clear,13,13.0,0.0,Yes,Delivered,4
ORD000323,2025-12-17,Nagpur,MH,North,8.8,1.39,Standard,COD,Returning,EcomExpress,Low,Clear,48,50.7,2.7,No,Delivered,5
ORD000324,2026-01-26,Gurgaon,HR,Central,3.8,1.61,SameDay,COD,Returning,EcomExpress,High,Fog,5,9.9,4.9,No,Delivered,4
ORD000325,2026-02-25,Noida,UP,Central,0.5,0.95,Standard,COD,New,Ekart,High,Clear,23,23.8,0.8,No,Delivered,5
ORD000326,2026-01-17,Hyderabad,TG,West,6.5,1.91,Express,Prepaid,Returning,EcomExpress,High,Heatwave,18,20.8,2.8,No,Delivered,4
ORD000327,2026-03-03,Hyderabad,TG,South,0.5,1.01,Standard,Prepaid,Returning,AmazonLogistics,High,Clear,17,19.3,2.3,No,Delivered,4
ORD000328,2026-01-10,Mumbai,MH,North,8.2,1.35,Standard,Prepaid,Returning,Delhivery,Low,Clear,36,37.8,1.8,No,Delivered,3
ORD000329,2026-02-10,Delhi,DL,East,12.7,0.94,Standard,Prepaid,Returning,AmazonLogistics,High,Clear,25,26.4,1.4,No,Delivered,4
ORD000330,2025-12-28,Indore,MP,West,5.0,0.36,Standard,COD,New,EcomExpress,Low,Clear,22,25.1,3.1,No,Delivered,3
ORD000331,2026-01-07,Surat,GJ,North,5.3,1.03,Express,COD,Returning,Ekart,Medium,Rain,7,10.4,3.4,No,Delivered,4
ORD000332,2026-01-27,Ahmedabad,GJ,South,3.5,0.65,Express,Prepaid,VIP,DTDC,Medium,Clear,14,16.2,2.2,No,Delivered,4
ORD000333,2026-01-07,Kolkata,WB,South,7.7,2.55,Standard,COD,Returning,Delhivery,Low,Clear,20,21.9,1.9,No,Delivered,4
ORD000334,2025-12-12,Bhopal,MP,East,7.4,0.49,Standard,COD,Returning,DTDC,Low,Clear,44,46.1,2.1,No,RTO,4
ORD000335,2026-01-06,Lucknow,UP,West,3.4,2.3,SameDay,Prepaid,Returning,XpressBees,Medium,Rain,5,7.4,2.4,No,Delivered,5
ORD000336,2026-02-06,Bhopal,MP,West,11.2,0.99,Standard,Prepaid,VIP,EcomExpress,Low,Fog,45,49.0,4.0,No,NDR_Pending,4
ORD000337,2026-01-16,Noida,UP,West,18.3,1.41,Express,COD,New,EcomExpress,Severe,Clear,13,20.4,7.4,No,Delivered,4
ORD000338,2026-01-18,Kolkata,WB,North,12.3,0.48,Standard,Prepaid,Returning,DTDC,Medium,Clear,45,47.7,2.7,No,Delivered,4
ORD000339,2025-12-21,Hyderabad,TG,South,7.1,0.92,Standard,Prepaid,Returning,AmazonLogistics,Medium,Clear,44,45.4,1.4,No,Delivered,4
ORD000340,2026-01-31,Noida,UP,North,7.0,0.74,Standard,Prepaid,Returning,EcomExpress,Severe,Rain,15,23.2,8.2,No,Delivered,3
ORD000341,2026-01-17,Nagpur,MH,East,5.4,3.9,Standard,COD,Returning,AmazonLogistics,Medium,Clear,17,18.1,1.1,No,Delivered,5
ORD000342,2025-12-07,Chennai,TN,South,5.4,0.73,Express,COD,Returning,EcomExpress,Medium,Clear,12,15.3,3.3,No,Delivered,4
ORD000343,2026-02-03,Nagpur,MH,South,11.3,2.21,Express,Prepaid,Returning,Delhivery,Severe,Rain,10,17.1,7.1,No,Delivered,5
ORD000344,2026-01-08,Surat,GJ,North,11.5,2.23,Express,COD,Returning,XpressBees,Medium,Clear,10,15.0,5.0,No,Delivered,3
ORD000345,2025-12-13,Gurgaon,HR,North,2.8,2.19,Express,Prepaid,New,Delhivery,Low,Rain,17,17.8,0.8,No,Delivered,4
ORD000346,2026-01-10,Chennai,TN,West,9.0,0.77,Express,COD,Returning,EcomExpress,Medium,Clear,12,16.5,4.5,No,Delivered,3
ORD000347,2026-01-20,Noida,UP,North,11.9,3.26,Express,Prepaid,New,Shadowfax,Medium,Heatwave,8,10.6,2.6,No,Delivered,4
ORD000348,2026-01-26,Gurgaon,HR,North,6.1,3.7,Express,COD,New,EcomExpress,High,Clear,17,23.5,6.5,No,Delivered,4
ORD000349,2026-01-25,Bangalore,KA,West,6.7,1.38,Express,COD,New,EcomExpress,Low,Clear,9,11.4,2.4,No,Delivered,4
ORD000350,2026-02-25,Bangalore,KA,South,10.3,0.84,Standard,COD,Returning,DTDC,High,Clear,15,20.7,5.7,No,Delivered,4
ORD000351,2026-01-18,Surat,GJ,South,10.4,0.66,Standard,Prepaid,Returning,XpressBees,High,Clear,20,23.8,3.8,No,Delivered,4
ORD000352,2026-02-08,Mumbai,MH,South,9.2,1.47,Standard,COD,Returning,AmazonLogistics,Severe,Rain,44,51.8,7.8,No,Delivered,4
ORD000353,2026-02-05,Chennai,TN,East,8.5,1.15,Standard,Prepaid,Returning,XpressBees,Low,Clear,24,26.4,2.4,No,Delivered,5
ORD000354,2026-02-16,Jaipur,RJ,South,9.1,1.23,Standard,Prepaid,New,Shadowfax,Medium,Clear,34,36.0,2.0,No,Delivered,4
ORD000355,2026-02-24,Noida,UP,West,6.4,0.49,Standard,Prepaid,New,EcomExpress,Severe,Rain,25,32.7,7.7,No,Delivered,4
ORD000356,2026-02-12,Noida,UP,Central,3.0,1.13,Standard,Prepaid,Returning,AmazonLogistics,High,Clear,13,11.1,-1.9,Yes,Delivered,4
ORD000357,2026-03-04,Bangalore,KA,West,1.3,2.2,Standard,Prepaid,Returning,EcomExpress,Low,Rain,28,29.6,1.6,No,Delivered,5
